user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,status,raw_timestamp,email,username,price,store_id
U1255,2024-05-09,North,Clothing,4219.13,Pune,20,Basic,Active,2024-05-09,u1255@mail.com,user_255,2300.61,ST3
U1335,2024-06-16,North,Grocery,3066.39,Delhi,43,Basic,Pending,2024-06-16,u1335@mail.com,user_335,,ST4
U1215,2024-06-08,East,Furniture,1904.54,Ahmedabad,39,Premium,Inactive,08/06/2024,,user_215,1071.95,ST1
U1524,2024-01-22,North,Furniture,2243.04,Pune,30,Basic,Inactive,22/01/2024,u1524@mail.com,user_524,1311.81,ST10
U1269,2024-06-08,North,Electronics,1925.85,Delhi,18,Basic,,2024-06-08,u1269@mail.com,user_269,2409.7,ST3
U1207,2024-04-30,West,Electronics,2978.08,Mumbai,21,Premium,Active,2024-04-30,u1207@mail.com,user_207,1275.52,ST7
U1212,2024-03-06,West,Toys,3403.19,Mumbai,38,Premium,Active,2024-03-06 00:00:00,u1212@mail.com,user_212,492.75,ST1
U1104,2024-05-04,East,Clothing,4999.89,Mumbai,24,Premium,Active,2024-05-04T00:00:00,u1104@mail.com,user_104,505.05,ST3
U1330,2024-06-24,East,Electronics,3632.0,Kolkata,32,Basic,,24/06/2024,u1330@mail.com,user_330,2426.72,ST3
U1410,2024-01-16,North,Toys,4842.71,Mumbai,32,Basic,Active,2024-01-16T00:00:00,u1410@mail.com,user_410,1213.09,ST6
U1160,2024-04-04,West,Toys,3650.47,Mumbai,23,Basic,Active,2024-04-04 00:00:00,u1160@mail.com,user_160,1698.61,ST8
U1092,2024-05-25,West,Electronics,862.34,Chennai,16,Premium,Pending,2024-05-25,u1092@mail.com,user_92,855.84,ST9
U1292,2024-06-20,East,Furniture,4194.76,Mumbai,41,Basic,Active,20/06/2024,,user_292,,ST2
U1145,2024-06-13,South,Clothing,4270.19,Bangalore,21,Premium,Pending,13/06/2024,u1145@mail.com,user_145,91.55,ST6
U1028,2024-02-21,South,Grocery,1595.44,Kolkata,22,Premium,Active,21/02/2024,u1028@mail.com,user_28,,ST5
U1332,2024-06-25,East,Electronics,1155.79,Delhi,41,Premium,,2024-06-25T00:00:00,u1332@mail.com,user_332,2439.55,ST6
U1107,2024-04-05,West,Toys,4270.71,Delhi,39,Premium,Pending,2024-04-05,u1107@mail.com,user_107,2841.92,ST4
U1374,2024-05-13,East,Furniture,1277.77,Mumbai,24,Basic,,13/05/2024,u1374@mail.com,user_374,2410.31,ST3
U1216,2024-03-26,West,Furniture,4260.13,Chennai,18,Premium,Inactive,2024-03-26,u1216@mail.com,,2149.37,ST2
U1211,2024-03-26,South,Grocery,2666.89,Delhi,33,Premium,,2024-03-26,u1211@mail.com,,542.3,ST3
U1106,2024-02-19,North,Toys,4923.75,Delhi,24,Basic,,19/02/2024,u1106@mail.com,user_106,787.51,ST8
U1465,2024-04-16,East,Toys,3029.88,Mumbai,24,Basic,Pending,2024-04-16 00:00:00,u1465@mail.com,user_465,69.53,ST5
U1599,2024-04-04,West,Clothing,1701.18,Pune,27,Premium,Active,04/04/2024,u1599@mail.com,user_599,,ST4
U1535,2024-02-14,East,Clothing,3068.17,Mumbai,28,Basic,Pending,14/02/2024,u1535@mail.com,,,ST5
U1461,2024-05-01,North,Toys,3367.75,Kolkata,38,Basic,Pending,2024-05-01 00:00:00,u1461@mail.com,user_461,1675.33,ST5
U1044,2024-04-11,East,Electronics,3001.28,Kolkata,22,Premium,Pending,2024-04-11 00:00:00,u1044@mail.com,user_44,,ST9
U1456,2024-04-23,West,Grocery,1026.4,Mumbai,40,Premium,Pending,2024-04-23,u1456@mail.com,user_456,1484.14,ST9
U1244,2024-01-28,West,Grocery,4350.63,Pune,43,Basic,Pending,2024-01-28,u1244@mail.com,user_244,557.99,ST7
U1559,2024-05-30,East,Furniture,2592.24,Bangalore,45,Premium,Pending,2024-05-30 00:00:00,u1559@mail.com,user_559,,ST1
U1266,2024-02-21,North,Furniture,1547.22,Mumbai,30,Premium,,2024-02-21T00:00:00,u1266@mail.com,,375.77,ST10
U1138,2024-04-30,West,Clothing,2641.55,Bangalore,36,Basic,,2024-04-30T00:00:00,u1138@mail.com,user_138,1661.51,ST5
U1178,2024-03-26,South,Grocery,2257.09,Delhi,41,Premium,Pending,2024-03-26T00:00:00,u1178@mail.com,user_178,574.03,ST7
U1029,2024-03-30,South,Toys,1722.63,Mumbai,43,Basic,Inactive,2024-03-30T00:00:00,,user_29,2369.96,ST7
U1297,2024-02-06,East,Clothing,1181.86,Kolkata,21,Premium,Inactive,2024-02-06 00:00:00,u1297@mail.com,user_297,1410.73,ST9
U1181,2024-04-18,South,Electronics,2300.43,Bangalore,33,Basic,,2024-04-18 00:00:00,u1181@mail.com,user_181,1633.87,ST2
U1130,2024-06-06,South,Clothing,4817.16,Pune,41,Basic,Pending,06/06/2024,u1130@mail.com,user_130,1521.34,ST5
U1480,2024-01-22,North,Furniture,667.04,Delhi,34,Basic,,22/01/2024,u1480@mail.com,user_480,606.92,ST2
U1367,2024-02-13,North,Toys,4125.76,Kolkata,34,Premium,,2024-02-13 00:00:00,u1367@mail.com,user_367,510.17,ST2
U1193,2024-01-09,South,Grocery,1808.03,Kolkata,29,Premium,Inactive,09/01/2024,u1193@mail.com,user_193,2146.72,ST7
U1430,2024-01-01,South,Furniture,693.9,Bangalore,26,Basic,Pending,2024-01-01,,user_430,1127.8,ST6
U1341,2024-05-20,North,Clothing,2117.51,Bangalore,27,Premium,Inactive,2024-05-20,u1341@mail.com,user_341,,ST4
U1503,2024-03-18,West,Clothing,1557.37,Pune,20,Basic,Pending,2024-03-18,u1503@mail.com,user_503,2349.4,ST8
U1128,2024-05-03,East,Furniture,1557.43,Mumbai,16,Premium,,2024-05-03,u1128@mail.com,user_128,972.12,ST6
U1327,2024-05-05,East,Toys,1473.31,Mumbai,33,Premium,Active,2024-05-05,u1327@mail.com,user_327,1211.46,ST3
U1041,2024-03-24,East,Furniture,1701.54,Chennai,27,Basic,,2024-03-24T00:00:00,u1041@mail.com,user_41,203.65,ST6
U1329,2024-03-09,South,Toys,1781.17,Mumbai,28,Premium,,2024-03-09T00:00:00,u1329@mail.com,user_329,1735.66,ST10
U1238,2024-05-02,East,Electronics,226.1,Mumbai,24,Premium,,2024-05-02 00:00:00,u1238@mail.com,user_238,2000.07,ST2
U1017,2024-03-01,East,Furniture,2479.64,Mumbai,27,Premium,Inactive,2024-03-01,,user_17,2366.13,ST5
U1009,2024-01-29,North,Furniture,874.97,Mumbai,38,Basic,Inactive,2024-01-29 00:00:00,u1009@mail.com,user_9,1846.46,ST3
U1316,2024-05-23,South,Grocery,4943.69,Bangalore,39,Basic,Inactive,2024-05-23 00:00:00,u1316@mail.com,user_316,527.3,ST4
U1322,2024-04-14,West,Toys,454.69,Delhi,45,Premium,Pending,2024-04-14T00:00:00,u1322@mail.com,user_322,2321.4,ST6
U1489,2024-06-18,East,Clothing,1249.65,Delhi,17,Premium,Pending,2024-06-18 00:00:00,u1489@mail.com,,1409.68,ST7
U1319,2024-06-12,South,Furniture,152.48,Pune,44,Basic,Inactive,2024-06-12 00:00:00,u1319@mail.com,user_319,1864.81,ST1
U1500,2024-04-09,East,Furniture,1168.24,Mumbai,21,Basic,,2024-04-09,u1500@mail.com,user_500,1155.38,ST2
U1357,2024-05-22,South,Electronics,3854.79,Bangalore,36,Basic,,2024-05-22 00:00:00,u1357@mail.com,user_357,1045.66,ST3
U1304,2024-05-03,North,Electronics,1172.21,Bangalore,17,Basic,Pending,03/05/2024,,user_304,1115.69,ST8
U1080,2024-05-30,East,Furniture,3309.12,Kolkata,34,Basic,Pending,2024-05-30 00:00:00,u1080@mail.com,user_80,746.53,ST6
U1439,2024-03-02,East,Toys,3489.2,Bangalore,37,Basic,Active,2024-03-02T00:00:00,u1439@mail.com,,396.65,ST9
U1554,2024-03-27,West,Furniture,3705.97,Chennai,42,Premium,Active,2024-03-27T00:00:00,u1554@mail.com,user_554,617.66,ST10
U1248,2024-05-14,West,Clothing,1044.54,Kolkata,41,Premium,Inactive,2024-05-14 00:00:00,u1248@mail.com,user_248,858.23,ST8
U1135,2024-02-11,South,Toys,3722.66,Delhi,25,Basic,Pending,2024-02-11,u1135@mail.com,user_135,2940.7,ST10
U1205,2024-06-02,North,Electronics,4254.67,Chennai,24,Premium,Inactive,2024-06-02,u1205@mail.com,,2866.28,ST8
U1058,2024-05-06,South,Electronics,3030.38,Pune,38,Basic,Pending,2024-05-06 00:00:00,,user_58,1746.84,ST1
U1156,2024-03-03,West,Furniture,2250.92,Bangalore,39,Premium,Inactive,2024-03-03T00:00:00,u1156@mail.com,user_156,1753.55,ST6
U1230,2024-05-14,North,Electronics,1930.59,Hyderabad,27,Premium,Pending,2024-05-14T00:00:00,u1230@mail.com,user_230,1338.76,ST8
U1405,2024-03-13,North,Toys,2915.92,Bangalore,27,Premium,Pending,2024-03-13 00:00:00,u1405@mail.com,user_405,1269.65,ST10
U1334,2024-04-07,North,Furniture,3195.39,Mumbai,20,Basic,,2024-04-07,u1334@mail.com,,723.24,ST6
U1056,2024-06-29,North,Furniture,448.78,Mumbai,23,Premium,,2024-06-29 00:00:00,u1056@mail.com,user_56,2488.56,ST2
U1456,2024-04-23,West,Grocery,1026.4,Mumbai,40,Premium,Pending,2024-04-23,u1456@mail.com,user_456,1484.14,ST9
U1459,2024-01-30,West,Grocery,2915.17,Delhi,26,Premium,Inactive,2024-01-30 00:00:00,u1459@mail.com,user_459,1372.87,ST3
U1285,2024-01-14,West,Grocery,1095.13,Pune,42,Basic,Inactive,2024-01-14T00:00:00,u1285@mail.com,user_285,2339.63,ST4
U1526,2024-02-15,East,Furniture,321.77,Delhi,37,Basic,Pending,2024-02-15,u1526@mail.com,user_526,1056.94,ST3
U1446,2024-05-27,East,Electronics,2117.31,Bangalore,42,Premium,,2024-05-27,u1446@mail.com,user_446,777.63,ST6
U1202,2024-05-02,West,Clothing,1977.04,Chennai,18,Premium,Pending,2024-05-02T00:00:00,u1202@mail.com,user_202,2271.82,ST3
U1234,2024-04-17,East,Furniture,2516.1,Delhi,32,Basic,Active,2024-04-17,u1234@mail.com,user_234,715.47,ST8
U1127,2024-01-11,West,Electronics,322.76,Chennai,33,Basic,Inactive,2024-01-11,u1127@mail.com,,1659.45,ST5
U1313,2024-04-07,North,Toys,4042.64,Pune,41,Premium,,07/04/2024,u1313@mail.com,user_313,297.26,ST10
U1335,2024-06-16,North,Grocery,3066.39,Delhi,43,Basic,Pending,2024-06-16,u1335@mail.com,user_335,,ST4
U1233,2024-06-11,West,Grocery,2288.49,Delhi,22,Premium,Pending,2024-06-11T00:00:00,u1233@mail.com,user_233,,ST8
U1060,2024-03-30,South,Grocery,1673.19,Mumbai,20,Basic,,2024-03-30,u1060@mail.com,user_60,1672.78,ST8
U1525,2024-01-13,West,Electronics,2615.73,Bangalore,28,Premium,,2024-01-13T00:00:00,u1525@mail.com,user_525,97.99,ST8
U1154,2024-01-01,West,Grocery,2368.72,Chennai,28,Basic,Inactive,01/01/2024,u1154@mail.com,user_154,2631.86,ST2
U1295,2024-04-07,South,Electronics,2422.54,Bangalore,19,Basic,Pending,07/04/2024,u1295@mail.com,user_295,2608.06,ST6
U1359,2024-05-20,North,Grocery,4812.09,Delhi,27,Premium,Active,2024-05-20T00:00:00,u1359@mail.com,user_359,940.43,ST5
U1162,2024-05-21,North,Grocery,1965.24,Bangalore,26,Basic,Pending,2024-05-21T00:00:00,u1162@mail.com,user_162,2944.89,ST8
U1372,2024-05-23,West,Electronics,1312.22,Bangalore,25,Basic,,23/05/2024,,user_372,941.86,ST9
U1425,2024-02-03,South,Toys,4035.68,Mumbai,18,Premium,Pending,2024-02-03T00:00:00,u1425@mail.com,user_425,2771.95,ST5
U1331,2024-04-17,South,Clothing,4978.25,Pune,31,Basic,,2024-04-17T00:00:00,u1331@mail.com,user_331,,ST2
U1337,2024-06-07,East,Electronics,3308.68,Pune,24,Premium,Inactive,2024-06-07T00:00:00,u1337@mail.com,user_337,553.29,ST1
U1210,2024-06-28,West,Clothing,2532.42,Delhi,31,Basic,Inactive,2024-06-28T00:00:00,u1210@mail.com,user_210,2664.92,ST1
U1115,2024-03-14,North,Electronics,4342.41,Delhi,18,Basic,,2024-03-14,u1115@mail.com,user_115,2922.48,ST8
U1390,2024-01-23,South,Toys,4676.07,Ahmedabad,24,Basic,Pending,2024-01-23T00:00:00,u1390@mail.com,user_390,432.65,ST10
U1565,2024-06-04,South,Electronics,4517.08,Chennai,28,Basic,,2024-06-04 00:00:00,u1565@mail.com,user_565,,ST1
U1189,2024-05-10,South,Furniture,3022.49,Bangalore,28,Premium,,10/05/2024,u1189@mail.com,user_189,978.01,ST8
U1547,2024-06-09,East,Grocery,1566.09,Chennai,41,Premium,,09/06/2024,u1547@mail.com,user_547,2346.72,ST8
U1419,2024-05-04,East,Toys,4323.87,Delhi,17,Premium,Inactive,2024-05-04,u1419@mail.com,user_419,1998.97,ST3
U1487,2024-06-21,South,Toys,3458.33,Bangalore,30,Premium,Active,2024-06-21,u1487@mail.com,user_487,2045.64,ST5
U1394,2024-06-14,East,Furniture,861.39,Delhi,42,Basic,,2024-06-14,u1394@mail.com,,1716.58,ST6
U1594,2024-04-29,South,Grocery,3980.38,Delhi,21,Basic,,29/04/2024,u1594@mail.com,user_594,,ST3
U1055,2024-03-08,West,Clothing,1275.34,Bangalore,20,Premium,,2024-03-08,u1055@mail.com,user_55,,ST5
U1447,2024-04-21,East,Toys,4736.64,Pune,43,Premium,,2024-04-21 00:00:00,,user_447,149.18,ST9
U1202,2024-05-02,West,Clothing,1977.04,Chennai,18,Premium,Pending,2024-05-02T00:00:00,u1202@mail.com,user_202,2271.82,ST3
U1370,2024-03-13,East,Toys,1429.28,Delhi,45,Premium,Active,2024-03-13,u1370@mail.com,user_370,1112.65,ST2
U1402,2024-01-14,West,Furniture,2020.39,Chennai,43,Basic,Pending,2024-01-14T00:00:00,u1402@mail.com,user_402,2437.43,ST2
U1325,2024-05-07,East,Clothing,3703.6,Pune,21,Premium,Inactive,07/05/2024,u1325@mail.com,user_325,403.64,ST2
U1025,2024-05-19,West,Grocery,2954.3,Mumbai,19,Premium,Pending,2024-05-19T00:00:00,u1025@mail.com,user_25,2701.83,ST4
U1548,2024-01-26,East,Furniture,4159.34,Mumbai,16,Basic,Inactive,2024-01-26,u1548@mail.com,,1238.12,ST9
U1513,2024-05-23,West,Toys,978.92,Mumbai,30,Basic,,23/05/2024,,user_513,818.2,ST6
U1491,2024-03-27,South,Toys,4076.14,Chennai,20,Basic,Pending,2024-03-27,u1491@mail.com,user_491,272.2,ST9
U1019,2024-05-10,West,Clothing,435.75,Mumbai,42,Premium,,2024-05-10 00:00:00,u1019@mail.com,user_19,167.24,ST2
U1371,2024-01-05,North,Furniture,1232.73,Delhi,37,Premium,Pending,2024-01-05,u1371@mail.com,user_371,1526.92,ST8
U1444,2024-02-07,East,Toys,2329.46,Delhi,19,Basic,Inactive,2024-02-07T00:00:00,u1444@mail.com,user_444,2092.02,ST1
U1088,2024-06-24,South,Electronics,547.0,Mumbai,28,Premium,Pending,24/06/2024,u1088@mail.com,user_88,1022.46,ST2
U1400,2024-03-22,South,Electronics,1436.01,Mumbai,18,Premium,Active,22/03/2024,u1400@mail.com,user_400,2832.67,ST5
U1231,2024-06-15,North,Clothing,3565.2,Bangalore,43,Basic,Inactive,15/06/2024,u1231@mail.com,user_231,574.24,ST1
U1532,2024-02-29,West,Toys,193.2,Bangalore,32,Premium,Pending,2024-02-29,u1532@mail.com,user_532,1956.23,ST8
U1392,2024-06-06,South,Furniture,322.91,Delhi,40,Premium,Active,06/06/2024,u1392@mail.com,user_392,,ST5
U1169,2024-01-24,South,Furniture,1948.13,Bangalore,35,Premium,Inactive,2024-01-24 00:00:00,u1169@mail.com,user_169,1719.28,ST2
U1052,2024-05-21,North,Clothing,3225.56,Chennai,18,Premium,Pending,2024-05-21,u1052@mail.com,user_52,794.81,ST8
U1467,2024-05-29,North,Furniture,2840.48,Delhi,15,Premium,Inactive,2024-05-29T00:00:00,u1467@mail.com,user_467,416.32,ST5
U1596,2024-03-17,North,Toys,213.88,Kolkata,44,Premium,Inactive,2024-03-17T00:00:00,u1596@mail.com,user_596,1742.94,ST7
U1447,2024-04-21,East,Toys,4736.64,Pune,43,Premium,,2024-04-21 00:00:00,,user_447,149.18,ST9
