Customer_ID,Customer_Name,Segment,City,State,Region,Postal_Code
MT-17815,Meg Tillman,Consumer,Scottsdale,Arizona,West,85254
DW-13540,Don Weiss,Consumer,Seattle,Washington,West,98105
NM-18520,Neoma Murray,Consumer,Riverside,California,West,92503
DL-13495,Dionis Lloyd,Corporate,San Francisco,California,West,94110
LT-16765,Larry Tron,Consumer,Escondido,California,West,92025
CA-12055,Cathy Armstrong,Home Office,Houston,Texas,Central,77070
KT-16480,Kean Thornton,Consumer,Buffalo,New York,East,14215
TB-21355,Todd Boyes,Corporate,New York City,New York,East,10009
LP-17095,Liz Preis,Consumer,Murray,Kentucky,South,42071
MY-18295,Muhammed Yedwab,Corporate,Grapevine,Texas,Central,76051
DP-13390,Dennis Pardue,Home Office,Peoria,Illinois,Central,61604
JS-16030,Joy Smith,Consumer,Houston,Texas,Central,77036
AM-10705,Anne McFarland,Consumer,Auburn,Alabama,South,36830
KA-16525,Kelly Andreada,Consumer,Ontario,California,West,91761
MZ-17335,Maria Zettner,Home Office,San Diego,California,West,92024
MW-18220,Mitch Webber,Consumer,New York City,New York,East,10035
DR-12940,Daniel Raglin,Home Office,Franklin,Massachusetts,East,2038
JG-15310,Jason Gross,Corporate,Providence,Rhode Island,East,2908
LS-17230,Lycoris Saunders,Consumer,Dover,Delaware,East,19901
DD-13570,Dorothy Dickinson,Consumer,Houston,Texas,Central,77041
CR-12820,Cyra Reiten,Home Office,New York City,New York,East,10035
BS-11365,Bill Shonely,Corporate,New York City,New York,East,10011
RD-19720,Roger Demir,Consumer,Daytona Beach,Florida,South,32114
GR-14560,Georgia Rosenberg,Corporate,San Francisco,California,West,94110
TM-21490,Tony Molinari,Consumer,Oklahoma City,Oklahoma,Central,73120
GH-14485,Gene Hale,Corporate,Richardson,Texas,Central,75080
SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,77041
LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,Central,60540
SH-19975,Sally Hughsby,Corporate,San Francisco,California,West,94122
HA-14920,Helen Andreada,Consumer,Pasadena,California,West,91104
AM-10360,Alice McCarthy,Corporate,Grand Prairie,Texas,Central,75051
EA-14035,Erin Ashbrook,Corporate,Charlotte,North Carolina,South,28205
JL-15850,John Lucas,Consumer,Philadelphia,Pennsylvania,East,19134
LA-16780,Laura Armstrong,Corporate,Taylor,Michigan,Central,48180
DK-13225,Dean Katz,Corporate,Philadelphia,Pennsylvania,East,19140
MV-18190,Mike Vittorini,Consumer,New York City,New York,East,10009
RB-19795,Ross Baird,Home Office,Gastonia,North Carolina,South,28052
DB-13210,Dean Braden,Consumer,Houston,Texas,Central,77041
MC-17605,Matt Connell,Corporate,Detroit,Michigan,Central,48234
BD-11605,Brian Dahlen,Consumer,Lawrence,Massachusetts,East,1841
PH-18790,Patricia Hirasaki,Home Office,Lakeland,Florida,South,33801
EB-13840,Ellis Ballard,Corporate,Seattle,Washington,West,98105
JF-15415,Jennifer Ferguson,Consumer,New York City,New York,East,10024
DV-13465,Dianna Vittorini,Consumer,Denver,Colorado,West,80219
MS-17830,Melanie Seite,Consumer,Laredo,Texas,Central,78041
RP-19390,Resi P�lking,Consumer,Cleveland,Ohio,East,44105
DS-13030,Darrin Sayre,Home Office,Seattle,Washington,West,98115
JK-15730,Joe Kamberova,Consumer,Asheville,North Carolina,South,28806
GM-14440,Gary McGarr,Consumer,San Francisco,California,West,94122
DP-13105,Dave Poirier,Corporate,Salinas,California,West,93905
TS-21340,Toby Swindell,Consumer,Houston,Texas,Central,77041
AG-10390,Allen Goldenen,Consumer,Cincinnati,Ohio,East,45231
MO-17500,Mary O'Rourke,Consumer,New York City,New York,East,10035
NF-18595,Nicole Fjeld,Home Office,New York City,New York,East,10009
BT-11395,Bill Tyler,Corporate,Detroit,Michigan,Central,48227
HR-14830,Harold Ryan,Corporate,Seattle,Washington,West,98103
NP-18700,Nora Preis,Consumer,Fresno,California,West,93727
AS-10045,Aaron Smayling,Corporate,Jacksonville,North Carolina,South,28540
HM-14860,Harry Marie,Corporate,Philadelphia,Pennsylvania,East,19120
BT-11305,Beth Thompson,Home Office,Costa Mesa,California,West,92627
DK-12835,Damala Kotsonis,Corporate,Salinas,California,West,93905
JW-15220,Jane Waco,Corporate,Vancouver,Washington,West,98661
DB-13270,Deborah Brumfield,Home Office,San Diego,California,West,92024
TH-21100,Thea Hendricks,Consumer,Los Angeles,California,West,90045
HZ-14950,Henia Zydlo,Consumer,Columbus,Ohio,East,43229
AH-10120,Adrian Hane,Home Office,Tucson,Arizona,West,85705
BW-11200,Ben Wallace,Consumer,Boynton Beach,Florida,South,33437
AF-10870,Art Ferguson,Consumer,College Station,Texas,Central,77840
EM-13825,Elizabeth Moffitt,Corporate,Sioux Falls,South Dakota,Central,57103
LO-17170,Lori Olson,Corporate,La Quinta,California,West,92253
AG-10300,Aleksandra Gannaway,Corporate,Los Angeles,California,West,90049
BE-11410,Bobby Elias,Consumer,Lancaster,Ohio,East,43130
JB-16000,Joy Bell-,Consumer,Brownsville,Texas,Central,78521
LB-16795,Laurel Beltran,Home Office,Highland Park,Illinois,Central,60035
EH-14185,Evan Henry,Consumer,Decatur,Alabama,South,35601
DV-13045,Darrin Van Huff,Corporate,Los Angeles,California,West,90036
SF-20065,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,East,19140
EB-13870,Emily Burns,Consumer,Orem,Utah,West,84057
CS-12400,Christopher Schild,Home Office,Chicago,Illinois,Central,60623
KD-16345,Katherine Ducich,Consumer,San Francisco,California,West,94122
RC-19960,Ryan Crowe,Consumer,Columbus,Ohio,East,43229
SC-20725,Steven Cartwright,Consumer,Wilmington,Delaware,East,19805
JB-15925,Joni Blumstein,Consumer,Dublin,Ohio,East,43017
DB-13120,David Bremer,Corporate,Santa Clara,California,West,95051
SB-20290,Sean Braxton,Corporate,Houston,Texas,Central,77036
CR-12625,Corey Roper,Home Office,Lakewood,New Jersey,East,8701
SH-20395,Shahid Hopkins,Consumer,Arlington,Virginia,South,22204
TS-21205,Thomas Seio,Corporate,Hackensack,New Jersey,East,7601
AR-10405,Allen Rosenblatt,Corporate,Franklin,Massachusetts,East,2038
PO-19180,Philisse Overcash,Home Office,Chicago,Illinois,Central,60623
JP-15520,Jeremy Pistek,Consumer,San Francisco,California,West,94110
AR-10510,Andrew Roberts,Consumer,Philadelphia,Pennsylvania,East,19134
MR-17545,Mathew Reese,Home Office,Philadelphia,Pennsylvania,East,19140
JL-15175,James Lanier,Home Office,Columbia,Tennessee,South,38401
GH-14665,Greg Hansen,Consumer,Round Rock,Texas,Central,78664
AS-10630,Ann Steele,Home Office,Pasadena,Texas,Central,77506
JS-15880,John Stevenson,Consumer,Seattle,Washington,West,98103
JJ-15445,Jennifer Jackson,Consumer,Los Angeles,California,West,90004
JH-15430,Jennifer Halladay,Consumer,Burlington,North Carolina,South,27217
NS-18640,Noel Staavos,Corporate,Chicago,Illinois,Central,60610
CC-12220,Chris Cortes,Consumer,La Porte,Indiana,Central,46350
TC-21535,Tracy Collins,Home Office,Arlington,Virginia,South,22204
CP-12085,Cathy Prescott,Corporate,Norwich,Connecticut,East,6360
IG-15085,Ivan Gibson,Consumer,San Diego,California,West,92024
JW-16075,Julia West,Consumer,Philadelphia,Pennsylvania,East,19140
JG-15160,James Galang,Consumer,Los Angeles,California,West,90049
NS-18505,Neola Schneider,Consumer,Dallas,Texas,Central,75217
PS-18760,Pamela Stobb,Consumer,Los Angeles,California,West,90008
CD-12790,Cynthia Delaney,Home Office,San Diego,California,West,92037
JF-15565,Jill Fjeld,Consumer,Dallas,Texas,Central,75081
ND-18460,Neil Ducich,Corporate,Macon,Georgia,South,31204
BP-11230,Benjamin Patterson,Consumer,Spokane,Washington,West,99207
CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,Central,55901
BS-11665,Brian Stugart,Consumer,Philadelphia,Pennsylvania,East,19143
RF-19345,Randy Ferguson,Corporate,Dover,New Hampshire,East,3820
AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,Central,60505
ML-17410,Maris LaWare,Consumer,Fairfield,Connecticut,East,6824
DB-13405,Denny Blanton,Consumer,La Porte,Indiana,Central,46350
JK-15625,Jim Karlsson,Consumer,Seattle,Washington,West,98115
ML-18040,Michelle Lonsdale,Corporate,Albuquerque,New Mexico,West,87105
JF-15295,Jason Fortune-,Consumer,Seattle,Washington,West,98103
BP-11155,Becky Pak,Consumer,Columbus,Georgia,South,31907
EM-14140,Eugene Moren,Home Office,Glendale,Arizona,West,85301
SC-20020,Sam Craven,Consumer,Plano,Texas,Central,75023
SG-20890,Susan Gilcrest,Corporate,Mcallen,Texas,Central,78501
SH-20635,Stefanie Holloman,Corporate,Jackson,Tennessee,South,38301
AG-10330,Alex Grayson,Consumer,Stockton,California,West,95207
BH-11710,Brosina Hoffman,Consumer,Los Angeles,California,West,90032
PK-19075,Pete Kriz,Consumer,Madison,Wisconsin,Central,53711
JM-15265,Janet Molinari,Corporate,New York City,New York,East,10024
TB-21055,Ted Butterfield,Consumer,Troy,New York,East,12180
PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,Central,60610
JD-15895,Jonathan Doherty,Corporate,Philadelphia,Pennsylvania,East,19140
MP-17470,Mark Packer,Home Office,New York City,New York,East,10035
FH-14365,Fred Hopkins,Corporate,Philadelphia,Pennsylvania,East,19120
HK-14890,Heather Kirkland,Corporate,Franklin,Tennessee,South,37064
KC-16540,Kelly Collister,Consumer,San Diego,California,West,92037
AH-10210,Alan Hwang,Consumer,Brentwood,California,West,94513
AG-10525,Andy Gerbode,Corporate,Saint Petersburg,Florida,South,33710
AS-10285,Alejandro Savely,Corporate,San Francisco,California,West,94109
SS-20590,Sonia Sunley,Consumer,Seattle,Washington,West,98115
BD-11320,Bill Donatelli,Consumer,San Francisco,California,West,94110
RS-19765,Roland Schwarz,Corporate,Mount Vernon,New York,East,10550
PB-19105,Peter B�hler,Consumer,Evanston,Illinois,Central,60201
LT-17110,Liz Thompson,Consumer,Lancaster,California,West,93534
RK-19300,Ralph Kennedy,Consumer,Philadelphia,Pennsylvania,East,19140
LW-16990,Lindsay Williams,Corporate,San Francisco,California,West,94110
MS-17710,Maurice Satty,Consumer,Mesa,Arizona,West,85204
PS-19045,Penelope Sewall,Home Office,Charlotte,North Carolina,South,28205
AP-10720,Anne Pryor,Home Office,New York City,New York,East,10035
CS-12460,Chuck Sachs,Consumer,Columbus,Georgia,South,31907
JF-15190,Jamie Frazer,Consumer,Los Angeles,California,West,90008
AB-10105,Adrian Barton,Consumer,Phoenix,Arizona,West,85023
MC-17425,Mark Cousins,Corporate,Mobile,Alabama,South,36608
CM-12655,Corinna Mitchell,Home Office,Los Angeles,California,West,90008
JM-15655,Jim Mitchum,Corporate,Bridgeton,New Jersey,East,8302
NW-18400,Natalie Webber,Consumer,Tigard,Oregon,West,97224
JW-15955,Joni Wasserman,Consumer,Oakland,California,West,94601
BT-11680,Brian Thompson,Consumer,Newark,Ohio,East,43055
SC-20230,Scot Coram,Corporate,Arlington,Texas,Central,76017
CB-12415,Christy Brittain,Consumer,Columbus,Ohio,East,43229
WB-21850,William Brown,Consumer,Philadelphia,Pennsylvania,East,19134
BM-11575,Brendan Murry,Corporate,New York City,New York,East,10035
CM-11935,Carlos Meador,Consumer,Fayetteville,North Carolina,South,28314
TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,77041
NB-18580,Nicole Brennan,Corporate,Philadelphia,Pennsylvania,East,19134
BD-11635,Brian Derr,Consumer,Bowling Green,Kentucky,South,42104
CM-12235,Chris McAfee,Consumer,Carrollton,Texas,Central,75007
KN-16450,Kean Nguyen,Corporate,Jacksonville,Florida,South,32216
DM-12955,Dario Medina,Corporate,Lincoln Park,Michigan,Central,48146
DB-12970,Darren Budd,Corporate,Los Angeles,California,West,90004
NC-18415,Nathan Cano,Consumer,Jacksonville,North Carolina,South,28540
JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,28205
TS-21610,Troy Staebel,Consumer,Phoenix,Arizona,West,85023
DR-12880,Dan Reichenbach,Corporate,Chicago,Illinois,Central,60623
KH-16690,Kristen Hastings,Corporate,San Francisco,California,West,94110
AC-10420,Alyssa Crouse,Corporate,San Francisco,California,West,94122
NG-18430,Nathan Gelder,Consumer,Cincinnati,Ohio,East,45231
AG-10675,Anna Gayman,Consumer,Houston,Texas,Central,77036
JG-15805,John Grady,Corporate,New York City,New York,East,10024
RO-19780,Rose O'Brian,Consumer,Memphis,Tennessee,South,38109
JC-15340,Jasper Cacioppo,Consumer,Los Angeles,California,West,90032
CC-12145,Charles Crestani,Consumer,Los Angeles,California,West,90004
TP-21130,Theone Pippenger,Consumer,Philadelphia,Pennsylvania,East,19134
JL-15835,John Lee,Consumer,Mission Viejo,California,West,92691
CC-12430,Chuck Clark,Home Office,Columbus,Indiana,Central,47201
CP-12340,Christine Phan,Corporate,New York City,New York,East,10009
BM-11650,Brian Moss,Corporate,New York City,New York,East,10035
GB-14530,George Bell,Corporate,Auburn,New York,East,13021
RW-19630,Rob Williams,Corporate,Dallas,Texas,Central,75220
RD-19660,Robert Dilbeck,Home Office,Saint Peters,Missouri,Central,63376
BD-11620,Brian DeCherney,Consumer,San Francisco,California,West,94122
SN-20560,Skye Norling,Home Office,Los Angeles,California,West,90008
BT-11485,Brad Thomas,Home Office,Clinton,Maryland,East,20735
CS-12355,Christine Sundaresam,Consumer,Roswell,Georgia,South,30076
MH-18115,Mick Hernandez,Home Office,Chester,Pennsylvania,East,19013
FG-14260,Frank Gastineau,Home Office,San Francisco,California,West,94110
AB-10255,Alejandro Ballentine,Home Office,Lorain,Ohio,East,44052
SV-20815,Stuart Van,Corporate,Houston,Texas,Central,77041
NH-18610,Nicole Hansen,Corporate,Irving,Texas,Central,75061
NP-18685,Nora Pelletier,Home Office,Niagara Falls,New York,East,14304
CS-12505,Cindy Stewart,Consumer,Thomasville,North Carolina,South,27360
AB-10150,Aimee Bixby,Consumer,Long Beach,New York,East,11561
CM-12190,Charlotte Melton,Consumer,Philadelphia,Pennsylvania,East,19134
RD-19480,Rick Duston,Consumer,Olympia,Washington,West,98502
MC-17275,Marc Crier,Consumer,Lafayette,Louisiana,South,70506
AS-10090,Adam Shillingsburg,Consumer,Charlottesville,Virginia,South,22901
AC-10450,Amy Cox,Consumer,Minneapolis,Minnesota,Central,55407
SC-20800,Stuart Calhoun,Consumer,Houston,Texas,Central,77041
SM-20320,Sean Miller,Home Office,Monroe,North Carolina,South,28110
BO-11350,Bill Overfelt,Corporate,Los Angeles,California,West,90045
SB-20170,Sarah Bern,Consumer,New York City,New York,East,10035
Dp-13240,Dean percer,Home Office,Murray,Utah,West,84107
MA-17995,Michelle Arnett,Home Office,Watertown,New York,East,13601
MG-17875,Michael Grace,Home Office,New York City,New York,East,10011
LC-17050,Liz Carlisle,Consumer,Mission Viejo,California,West,92691
RD-19930,Russell D'Ascenzo,Consumer,Austin,Texas,Central,78745
SO-20335,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,South,33311
MA-17560,Matt Abelman,Home Office,Houston,Texas,Central,77095
PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,Central,48185
DN-13690,Duane Noonan,Consumer,San Francisco,California,West,94122
PG-18895,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,55901
GZ-14470,Gary Zandusky,Consumer,Rochester,Minnesota,Central,55901
CL-12565,Clay Ludtke,Consumer,Urbandale,Iowa,Central,50322
LS-16975,Lindsay Shagiari,Home Office,Los Angeles,California,West,90004
DW-13585,Dorothy Wardle,Corporate,Columbus,Ohio,East,43229
MG-17680,Maureen Gastineau,Home Office,Newark,Ohio,East,43055
VM-21685,Valerie Mitchum,Home Office,Westfield,New Jersey,East,7090
CC-12550,Clay Cheatham,Consumer,San Francisco,California,West,94122
KW-16435,Katrina Willman,Consumer,New York City,New York,East,10009
TB-21595,Troy Blackwell,Consumer,Columbus,Indiana,Central,47201
XP-21865,Xylona Preis,Consumer,San Diego,California,West,92024
EM-14065,Erin Mull,Consumer,New York City,New York,East,10024
CW-11905,Carl Weiss,Home Office,Huntsville,Texas,Central,77340
AA-10375,Allen Armold,Consumer,Mesa,Arizona,West,85204
EP-13915,Emily Phan,Consumer,Chicago,Illinois,Central,60653
AS-10240,Alan Shonely,Consumer,Tampa,Florida,South,33614
JD-16150,Justin Deggeller,Corporate,Minneapolis,Minnesota,Central,55407
AP-10915,Arthur Prichep,Consumer,Palm Coast,Florida,South,32137
BF-11020,Barry Franz�sisch,Corporate,Green Bay,Wisconsin,Central,54302
LH-17020,Lisa Hazard,Consumer,Columbus,Ohio,East,43229
AJ-10795,Anthony Johnson,Corporate,Saint Petersburg,Florida,South,33710
CD-11920,Carlos Daly,Consumer,Lake Elsinore,California,West,92530
BW-11110,Bart Watters,Corporate,Milwaukee,Wisconsin,Central,53209
EM-14095,Eudokia Martin,Corporate,Los Angeles,California,West,90036
PC-18745,Pamela Coakley,Corporate,San Francisco,California,West,94122
SC-20050,Sample Company A,Home Office,Norwich,Connecticut,East,6360
JJ-15760,Joel Jenkins,Home Office,Springfield,Virginia,South,22153
KH-16360,Katherine Hughes,Consumer,Philadelphia,Pennsylvania,East,19143
RA-19945,Ryan Akin,Consumer,Murrieta,California,West,92563
PV-18985,Paul Van Hugh,Home Office,San Francisco,California,West,94122
AA-10315,Alex Avila,Consumer,Minneapolis,Minnesota,Central,55407
HG-14965,Henry Goldwyn,Corporate,Los Angeles,California,West,90032
LW-16825,Laurel Workman,Corporate,Deltona,Florida,South,32725
LB-16735,Larry Blacks,Consumer,Fort Worth,Texas,Central,76106
PP-18955,Paul Prost,Home Office,Smyrna,Georgia,South,30080
PW-19030,Pauline Webber,Corporate,Richmond,Kentucky,South,40475
MB-18085,Mick Brown,Consumer,Vineland,New Jersey,East,8360
KN-16390,Katherine Nockton,Corporate,Los Angeles,California,West,90004
PL-18925,Paul Lucas,Home Office,Chicago,Illinois,Central,60610
EB-13750,Edward Becker,Corporate,Seattle,Washington,West,98103
VG-21805,Vivek Grady,Corporate,Virginia Beach,Virginia,South,23464
JC-15385,Jenna Caffey,Consumer,Kent,Washington,West,98031
HH-15010,Hilary Holden,Corporate,San Francisco,California,West,94110
ED-13885,Emily Ducich,Home Office,San Diego,California,West,92037
LW-17215,Luke Weiss,Consumer,Pasadena,California,West,91104
MC-17590,Matt Collister,Corporate,Perth Amboy,New Jersey,East,8861
TC-20980,Tamara Chand,Corporate,Seattle,Washington,West,98105
JM-16195,Justin MacKendrick,Consumer,Los Angeles,California,West,90004
PJ-18835,Patrick Jones,Corporate,Murfreesboro,Tennessee,South,37130
AZ-10750,Annie Zypern,Consumer,New York City,New York,East,10009
LS-17200,Luke Schmidt,Corporate,Skokie,Illinois,Central,60076
SC-20680,Steve Carroll,Home Office,Columbus,Georgia,South,31907
AH-10030,Aaron Hawkins,Corporate,Philadelphia,Pennsylvania,East,19134
AA-10480,Andrew Allen,Consumer,Concord,North Carolina,South,28027
SG-20080,Sandra Glassco,Consumer,Independence,Missouri,Central,64055
JK-15640,Jim Kriz,Home Office,New York City,New York,East,10009
VW-21775,Victoria Wilson,Corporate,Medina,Ohio,East,44256
KL-16645,Ken Lonsdale,Consumer,Chicago,Illinois,Central,60610
PO-18850,Patrick O'Brill,Consumer,Philadelphia,Pennsylvania,East,19143
LM-17065,Liz MacKendrick,Consumer,Springfield,Ohio,East,45503
